filename,img_width,img_height,class,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area,rel_bbox_width,rel_bbox_height,rel_bbox_area
img-127.jpg,720,720,medium_pothole,357,306,537,398,180,92,16560,0.25,0.12777777777777777,0.03194444444444444
img-127.jpg,720,720,medium_pothole,221,329,326,411,105,82,8610,0.14583333333333334,0.11388888888888889,0.016608796296296295
img-127.jpg,720,720,minor_pothole,321,417,504,552,183,135,24705,0.25416666666666665,0.1875,0.04765625
img-128.jpg,720,720,medium_pothole,269,203,437,399,168,196,32928,0.23333333333333334,0.2722222222222222,0.06351851851851852
img-129.jpg,720,720,minor_pothole,248,285,351,374,103,89,9167,0.14305555555555555,0.12361111111111112,0.017683256172839504
img-129.jpg,720,720,minor_pothole,329,378,427,431,98,53,5194,0.1361111111111111,0.07361111111111111,0.01001929012345679
img-13.jpg,720,720,medium_pothole,160,288,396,433,236,145,34220,0.3277777777777778,0.2013888888888889,0.06601080246913581
img-13.jpg,720,720,medium_pothole,269,150,499,219,230,69,15870,0.3194444444444444,0.09583333333333334,0.030613425925925926
img-13.jpg,720,720,minor_pothole,490,27,594,65,104,38,3952,0.14444444444444443,0.05277777777777778,0.007623456790123457
img-13.jpg,720,720,medium_pothole,619,11,693,39,74,28,2072,0.10277777777777777,0.03888888888888889,0.003996913580246913
img-130.jpg,720,720,medium_pothole,295,270,426,340,131,70,9170,0.18194444444444444,0.09722222222222222,0.017689043209876545
img-130.jpg,720,720,minor_pothole,401,236,449,271,48,35,1680,0.06666666666666667,0.04861111111111111,0.0032407407407407406
img-131.jpg,720,720,medium_pothole,271,383,374,471,103,88,9064,0.14305555555555555,0.12222222222222222,0.01748456790123457
img-132.jpg,720,720,medium_pothole,97,222,584,434,487,212,103244,0.6763888888888889,0.29444444444444445,0.19915895061728395
img-132.jpg,720,720,minor_pothole,0,195,45,236,45,41,1845,0.0625,0.05694444444444444,0.0035590277777777777
img-133.jpg,720,720,medium_pothole,305,287,436,348,131,61,7991,0.18194444444444444,0.08472222222222223,0.015414737654320988
img-134.jpg,720,720,medium_pothole,290,274,422,399,132,125,16500,0.18333333333333332,0.1736111111111111,0.031828703703703706
img-134.jpg,720,720,minor_pothole,125,41,215,121,90,80,7200,0.125,0.1111111111111111,0.013888888888888888
img-135.jpg,720,720,medium_pothole,149,293,520,489,371,196,72716,0.5152777777777777,0.2722222222222222,0.14027006172839507
img-135.jpg,720,720,minor_pothole,514,431,619,509,105,78,8190,0.14583333333333334,0.10833333333333334,0.01579861111111111
img-135.jpg,720,720,medium_pothole,513,53,720,142,207,89,18423,0.2875,0.12361111111111112,0.03553819444444444
img-135.jpg,720,720,minor_pothole,270,200,354,249,84,49,4116,0.11666666666666667,0.06805555555555555,0.007939814814814814
img-136.jpg,720,720,medium_pothole,290,261,400,390,110,129,14190,0.1527777777777778,0.17916666666666667,0.027372685185185184
img-137.jpg,720,720,medium_pothole,299,279,461,421,162,142,23004,0.225,0.19722222222222222,0.044375
img-138.jpg,720,720,medium_pothole,324,312,438,368,114,56,6384,0.15833333333333333,0.07777777777777778,0.012314814814814815
img-139.jpg,720,720,medium_pothole,278,260,429,397,151,137,20687,0.20972222222222223,0.19027777777777777,0.03990547839506173
img-14.jpg,720,720,medium_pothole,144,246,636,524,492,278,136776,0.6833333333333333,0.3861111111111111,0.2638425925925926
img-14.jpg,720,720,minor_pothole,35,196,142,258,107,62,6634,0.1486111111111111,0.08611111111111111,0.012797067901234568
img-140.jpg,720,720,minor_pothole,304,342,505,489,201,147,29547,0.2791666666666667,0.20416666666666666,0.05699652777777778
img-140.jpg,720,720,medium_pothole,165,74,420,188,255,114,29070,0.3541666666666667,0.15833333333333333,0.05607638888888889
img-141.jpg,720,720,minor_pothole,400,444,504,523,104,79,8216,0.14444444444444443,0.10972222222222222,0.015848765432098764
img-141.jpg,720,720,minor_pothole,283,359,427,464,144,105,15120,0.2,0.14583333333333334,0.029166666666666667
img-141.jpg,720,720,minor_pothole,207,293,325,380,118,87,10266,0.1638888888888889,0.12083333333333333,0.01980324074074074
img-141.jpg,720,720,minor_pothole,0,168,141,279,141,111,15651,0.19583333333333333,0.15416666666666667,0.030190972222222223
img-142.jpg,720,720,medium_pothole,181,299,538,397,357,98,34986,0.49583333333333335,0.1361111111111111,0.06748842592592592
img-143.jpg,720,720,minor_pothole,275,318,441,426,166,108,17928,0.23055555555555557,0.15,0.034583333333333334
img-144.jpg,720,720,medium_pothole,259,354,429,464,170,110,18700,0.2361111111111111,0.1527777777777778,0.03607253086419753
img-144.jpg,720,720,minor_pothole,31,201,103,246,72,45,3240,0.1,0.0625,0.00625
img-145.jpg,720,720,minor_pothole,288,320,435,411,147,91,13377,0.20416666666666666,0.12638888888888888,0.02580439814814815
img-146.jpg,720,720,medium_pothole,153,253,439,421,286,168,48048,0.3972222222222222,0.23333333333333334,0.09268518518518519
img-147.jpg,720,720,medium_pothole,312,299,410,418,98,119,11662,0.1361111111111111,0.16527777777777777,0.022496141975308644
img-147.jpg,720,720,minor_pothole,413,220,479,278,66,58,3828,0.09166666666666666,0.08055555555555556,0.00738425925925926
img-148.jpg,720,720,medium_pothole,254,246,385,383,131,137,17947,0.18194444444444444,0.19027777777777777,0.03461998456790123
img-148.jpg,720,720,minor_pothole,663,121,720,161,57,40,2280,0.07916666666666666,0.05555555555555555,0.004398148148148148
img-149.jpg,720,720,medium_pothole,195,233,506,351,311,118,36698,0.43194444444444446,0.1638888888888889,0.07079089506172839
img-15.jpg,720,720,medium_pothole,249,322,462,433,213,111,23643,0.29583333333333334,0.15416666666666667,0.04560763888888889
img-150.jpg,720,720,medium_pothole,216,279,559,400,343,121,41503,0.47638888888888886,0.16805555555555557,0.08005979938271605
img-151.jpg,720,720,minor_pothole,269,269,483,409,214,140,29960,0.2972222222222222,0.19444444444444445,0.05779320987654321
img-152.jpg,720,720,minor_pothole,261,262,343,306,82,44,3608,0.11388888888888889,0.06111111111111111,0.006959876543209877
img-152.jpg,720,720,minor_pothole,309,313,496,369,187,56,10472,0.25972222222222224,0.07777777777777778,0.020200617283950617
img-152.jpg,720,720,minor_pothole,385,496,508,555,123,59,7257,0.17083333333333334,0.08194444444444444,0.013998842592592592
img-152.jpg,720,720,minor_pothole,470,607,584,692,114,85,9690,0.15833333333333333,0.11805555555555555,0.018692129629629628
img-152.jpg,720,720,minor_pothole,201,629,290,683,89,54,4806,0.12361111111111112,0.075,0.009270833333333334
img-153.jpg,720,720,minor_pothole,297,297,425,387,128,90,11520,0.17777777777777778,0.125,0.022222222222222223
img-154.jpg,720,720,medium_pothole,94,242,539,642,445,400,178000,0.6180555555555556,0.5555555555555556,0.3433641975308642
img-155.jpg,720,720,medium_pothole,420,248,583,378,163,130,21190,0.2263888888888889,0.18055555555555555,0.04087577160493827
img-155.jpg,720,720,minor_pothole,407,474,533,608,126,134,16884,0.175,0.18611111111111112,0.03256944444444444
img-155.jpg,720,720,minor_pothole,247,330,309,393,62,63,3906,0.08611111111111111,0.0875,0.007534722222222222
img-156.jpg,720,720,medium_pothole,204,255,452,425,248,170,42160,0.34444444444444444,0.2361111111111111,0.08132716049382716
img-156.jpg,720,720,minor_pothole,448,145,573,193,125,48,6000,0.1736111111111111,0.06666666666666667,0.011574074074074073
img-157.jpg,720,720,medium_pothole,243,260,437,379,194,119,23086,0.26944444444444443,0.16527777777777777,0.04453317901234568
img-157.jpg,720,720,minor_pothole,202,207,266,241,64,34,2176,0.08888888888888889,0.04722222222222222,0.004197530864197531
img-158.jpg,720,720,medium_pothole,297,292,462,409,165,117,19305,0.22916666666666666,0.1625,0.03723958333333333
img-158.jpg,720,720,minor_pothole,158,337,293,422,135,85,11475,0.1875,0.11805555555555555,0.022135416666666668
img-159.jpg,720,720,medium_pothole,304,304,437,407,133,103,13699,0.18472222222222223,0.14305555555555555,0.02642554012345679
img-159.jpg,720,720,minor_pothole,423,577,481,620,58,43,2494,0.08055555555555556,0.059722222222222225,0.004810956790123457
img-159.jpg,720,720,minor_pothole,225,202,346,288,121,86,10406,0.16805555555555557,0.11944444444444445,0.0200733024691358
img-16.jpg,720,720,medium_pothole,258,279,452,460,194,181,35114,0.26944444444444443,0.2513888888888889,0.06773533950617285
img-160.jpg,720,720,minor_pothole,491,1,683,165,192,164,31488,0.26666666666666666,0.22777777777777777,0.06074074074074074
img-160.jpg,720,720,minor_pothole,371,289,523,428,152,139,21128,0.2111111111111111,0.19305555555555556,0.04075617283950617
img-160.jpg,720,720,minor_pothole,233,395,443,541,210,146,30660,0.2916666666666667,0.20277777777777778,0.05914351851851852
img-160.jpg,720,720,minor_pothole,581,131,693,232,112,101,11312,0.15555555555555556,0.14027777777777778,0.021820987654320986
img-161.jpg,720,720,medium_pothole,281,289,420,383,139,94,13066,0.19305555555555556,0.13055555555555556,0.025204475308641974
img-162.jpg,720,720,medium_pothole,221,246,480,386,259,140,36260,0.3597222222222222,0.19444444444444445,0.06994598765432099
img-163.jpg,720,720,medium_pothole,257,282,517,487,260,205,53300,0.3611111111111111,0.2847222222222222,0.10281635802469136
img-163.jpg,720,720,minor_pothole,662,216,720,267,58,51,2958,0.08055555555555556,0.07083333333333333,0.005706018518518518
img-164.jpg,720,720,major_pothole,220,286,489,424,269,138,37122,0.3736111111111111,0.19166666666666668,0.0716087962962963
img-165.jpg,720,720,medium_pothole,225,311,486,446,261,135,35235,0.3625,0.1875,0.06796875
img-166.jpg,720,720,medium_pothole,250,274,468,426,218,152,33136,0.30277777777777776,0.2111111111111111,0.06391975308641976
img-166.jpg,720,720,minor_pothole,64,305,119,358,55,53,2915,0.0763888888888889,0.07361111111111111,0.005623070987654321
img-167.jpg,720,720,medium_pothole,279,263,470,407,191,144,27504,0.2652777777777778,0.2,0.05305555555555556
img-167.jpg,720,720,minor_pothole,166,403,321,500,155,97,15035,0.2152777777777778,0.13472222222222222,0.02900270061728395
img-167.jpg,720,720,minor_pothole,202,56,276,84,74,28,2072,0.10277777777777777,0.03888888888888889,0.003996913580246913
img-168.jpg,720,720,medium_pothole,242,262,475,358,233,96,22368,0.3236111111111111,0.13333333333333333,0.04314814814814815
img-168.jpg,720,720,minor_pothole,79,95,146,139,67,44,2948,0.09305555555555556,0.06111111111111111,0.005686728395061728
img-169.jpg,720,720,medium_pothole,154,259,465,418,311,159,49449,0.43194444444444446,0.22083333333333333,0.09538773148148148
img-17.jpg,720,720,medium_pothole,124,313,416,507,292,194,56648,0.40555555555555556,0.26944444444444443,0.10927469135802469
img-17.jpg,720,720,minor_pothole,522,239,675,358,153,119,18207,0.2125,0.16527777777777777,0.03512152777777778
img-170.jpg,720,720,minor_pothole,330,243,429,291,99,48,4752,0.1375,0.06666666666666667,0.009166666666666667
img-170.jpg,720,720,minor_pothole,230,495,377,589,147,94,13818,0.20416666666666666,0.13055555555555556,0.02665509259259259
img-171.jpg,720,720,medium_pothole,244,191,485,347,241,156,37596,0.3347222222222222,0.21666666666666667,0.07252314814814814
img-172.jpg,720,720,minor_pothole,208,69,384,143,176,74,13024,0.24444444444444444,0.10277777777777777,0.025123456790123455
img-172.jpg,720,720,minor_pothole,13,184,105,273,92,89,8188,0.12777777777777777,0.12361111111111112,0.01579475308641975
img-172.jpg,720,720,minor_pothole,0,1,77,61,77,60,4620,0.10694444444444444,0.08333333333333333,0.008912037037037038
img-172.jpg,720,720,minor_pothole,38,1,171,39,133,38,5054,0.18472222222222223,0.05277777777777778,0.009749228395061729
img-172.jpg,720,720,medium_pothole,223,342,576,558,353,216,76248,0.49027777777777776,0.3,0.14708333333333334
img-173.jpg,720,720,medium_pothole,226,251,488,359,262,108,28296,0.3638888888888889,0.15,0.05458333333333333
img-173.jpg,720,720,medium_pothole,211,363,509,456,298,93,27714,0.41388888888888886,0.12916666666666668,0.053460648148148146
img-174.jpg,720,720,medium_pothole,259,371,533,504,274,133,36442,0.38055555555555554,0.18472222222222223,0.07029706790123456
img-175.jpg,720,720,medium_pothole,178,230,405,438,227,208,47216,0.31527777777777777,0.28888888888888886,0.09108024691358024
img-175.jpg,720,720,medium_pothole,392,277,535,469,143,192,27456,0.1986111111111111,0.26666666666666666,0.05296296296296296
img-175.jpg,720,720,minor_pothole,416,18,498,95,82,77,6314,0.11388888888888889,0.10694444444444444,0.012179783950617284
img-176.jpg,720,720,medium_pothole,257,283,454,401,197,118,23246,0.27361111111111114,0.1638888888888889,0.044841820987654324
img-176.jpg,720,720,minor_pothole,63,267,173,337,110,70,7700,0.1527777777777778,0.09722222222222222,0.014853395061728395
img-177.jpg,720,720,medium_pothole,255,248,444,366,189,118,22302,0.2625,0.1638888888888889,0.043020833333333335
img-178.jpg,720,720,medium_pothole,261,315,453,417,192,102,19584,0.26666666666666666,0.14166666666666666,0.03777777777777778
img-178.jpg,720,720,minor_pothole,12,412,163,491,151,79,11929,0.20972222222222223,0.10972222222222222,0.02301118827160494
img-178.jpg,720,720,minor_pothole,0,343,77,408,77,65,5005,0.10694444444444444,0.09027777777777778,0.009654706790123457
img-179.jpg,720,720,medium_pothole,295,249,457,468,162,219,35478,0.225,0.30416666666666664,0.0684375
img-179.jpg,720,720,minor_pothole,205,221,300,383,95,162,15390,0.13194444444444445,0.225,0.0296875
img-179.jpg,720,720,minor_pothole,94,239,215,375,121,136,16456,0.16805555555555557,0.18888888888888888,0.03174382716049383
img-179.jpg,720,720,minor_pothole,274,27,381,140,107,113,12091,0.1486111111111111,0.15694444444444444,0.02332368827160494
img-179.jpg,720,720,minor_pothole,573,59,673,126,100,67,6700,0.1388888888888889,0.09305555555555556,0.012924382716049383
img-18.jpg,720,720,medium_pothole,269,215,405,301,136,86,11696,0.18888888888888888,0.11944444444444445,0.02256172839506173
img-18.jpg,720,720,medium_pothole,309,332,487,421,178,89,15842,0.24722222222222223,0.12361111111111112,0.030559413580246914
img-18.jpg,720,720,minor_pothole,134,487,218,546,84,59,4956,0.11666666666666667,0.08194444444444444,0.009560185185185185
img-18.jpg,720,720,minor_pothole,55,108,147,152,92,44,4048,0.12777777777777777,0.06111111111111111,0.007808641975308642
img-18.jpg,720,720,minor_pothole,0,80,52,111,52,31,1612,0.07222222222222222,0.043055555555555555,0.003109567901234568
img-180.jpg,720,720,medium_pothole,218,279,507,421,289,142,41038,0.4013888888888889,0.19722222222222222,0.07916280864197531
img-181.jpg,720,720,medium_pothole,291,333,466,455,175,122,21350,0.24305555555555555,0.16944444444444445,0.041184413580246916
img-182.jpg,720,720,medium_pothole,285,287,443,442,158,155,24490,0.21944444444444444,0.2152777777777778,0.04724151234567901
img-182.jpg,720,720,minor_pothole,0,216,99,311,99,95,9405,0.1375,0.13194444444444445,0.018142361111111113
img-182.jpg,720,720,minor_pothole,417,647,551,720,134,73,9782,0.18611111111111112,0.10138888888888889,0.018869598765432097
img-183.jpg,720,720,medium_pothole,175,224,489,466,314,242,75988,0.4361111111111111,0.33611111111111114,0.1465817901234568
img-184.jpg,720,720,minor_pothole,23,24,52,34,29,10,290,0.04027777777777778,0.013888888888888888,0.0005594135802469136
img-184.jpg,720,720,minor_pothole,0,46,36,68,36,22,792,0.05,0.030555555555555555,0.0015277777777777779
img-184.jpg,720,720,minor_pothole,55,30,109,54,54,24,1296,0.075,0.03333333333333333,0.0025
img-184.jpg,720,720,minor_pothole,84,0,117,10,33,10,330,0.04583333333333333,0.013888888888888888,0.0006365740740740741
img-184.jpg,720,720,minor_pothole,58,13,85,24,27,11,297,0.0375,0.015277777777777777,0.0005729166666666667
img-184.jpg,720,720,minor_pothole,35,0,70,10,35,10,350,0.04861111111111111,0.013888888888888888,0.0006751543209876543
img-184.jpg,720,720,minor_pothole,11,0,34,4,23,4,92,0.03194444444444444,0.005555555555555556,0.00017746913580246913
img-184.jpg,720,720,minor_pothole,0,3,16,13,16,10,160,0.022222222222222223,0.013888888888888888,0.00030864197530864197
img-184.jpg,720,720,medium_pothole,300,255,394,322,94,67,6298,0.13055555555555556,0.09305555555555556,0.012148919753086419
img-184.jpg,720,720,minor_pothole,530,145,558,164,28,19,532,0.03888888888888889,0.02638888888888889,0.0010262345679012345
img-184.jpg,720,720,minor_pothole,362,572,403,606,41,34,1394,0.05694444444444444,0.04722222222222222,0.002689043209876543
img-185.jpg,720,720,major_pothole,261,269,483,476,222,207,45954,0.30833333333333335,0.2875,0.08864583333333333
img-186.jpg,720,720,major_pothole,122,316,412,453,290,137,39730,0.4027777777777778,0.19027777777777777,0.07663966049382716
img-186.jpg,720,720,medium_pothole,441,263,684,385,243,122,29646,0.3375,0.16944444444444445,0.0571875
img-187.jpg,720,720,medium_pothole,233,282,472,420,239,138,32982,0.33194444444444443,0.19166666666666668,0.06362268518518518
img-188.jpg,720,720,medium_pothole,266,227,410,329,144,102,14688,0.2,0.14166666666666666,0.028333333333333332
img-188.jpg,720,720,medium_pothole,299,349,430,438,131,89,11659,0.18194444444444444,0.12361111111111112,0.022490354938271603
img-188.jpg,720,720,minor_pothole,432,258,588,350,156,92,14352,0.21666666666666667,0.12777777777777777,0.027685185185185184
img-189.jpg,720,720,medium_pothole,261,278,468,412,207,134,27738,0.2875,0.18611111111111112,0.05350694444444445
img-19.jpg,720,720,medium_pothole,270,227,417,339,147,112,16464,0.20416666666666666,0.15555555555555556,0.03175925925925926
img-19.jpg,720,720,medium_pothole,162,395,297,486,135,91,12285,0.1875,0.12638888888888888,0.023697916666666666
img-190.jpg,720,720,medium_pothole,161,253,472,443,311,190,59090,0.43194444444444446,0.2638888888888889,0.11398533950617284
img-190.jpg,720,720,medium_pothole,472,419,630,506,158,87,13746,0.21944444444444444,0.12083333333333333,0.026516203703703705
img-191.jpg,720,720,medium_pothole,271,335,467,494,196,159,31164,0.2722222222222222,0.22083333333333333,0.06011574074074074
img-191.jpg,720,720,medium_pothole,272,237,393,297,121,60,7260,0.16805555555555557,0.08333333333333333,0.014004629629629629
img-191.jpg,720,720,minor_pothole,163,402,235,446,72,44,3168,0.1,0.06111111111111111,0.006111111111111111
img-192.jpg,720,720,medium_pothole,276,294,415,397,139,103,14317,0.19305555555555556,0.14305555555555555,0.02761766975308642
img-193.jpg,720,720,medium_pothole,272,347,361,400,89,53,4717,0.12361111111111112,0.07361111111111111,0.009099151234567901
img-193.jpg,720,720,minor_pothole,566,380,638,418,72,38,2736,0.1,0.05277777777777778,0.005277777777777778
img-194.jpg,720,720,medium_pothole,261,290,469,419,208,129,26832,0.28888888888888886,0.17916666666666667,0.05175925925925926
img-195.jpg,720,720,medium_pothole,117,147,276,219,159,72,11448,0.22083333333333333,0.1,0.022083333333333333
img-195.jpg,720,720,medium_pothole,182,266,437,481,255,215,54825,0.3541666666666667,0.2986111111111111,0.10575810185185185
img-196.jpg,720,720,medium_pothole,274,301,490,416,216,115,24840,0.3,0.1597222222222222,0.04791666666666667
img-196.jpg,720,720,minor_pothole,470,200,535,238,65,38,2470,0.09027777777777778,0.05277777777777778,0.00476466049382716
img-196.jpg,720,720,minor_pothole,301,229,462,305,161,76,12236,0.22361111111111112,0.10555555555555556,0.023603395061728396
img-197.jpg,720,720,medium_pothole,338,346,485,443,147,97,14259,0.20416666666666666,0.13472222222222222,0.027505787037037037
img-197.jpg,720,720,medium_pothole,459,320,539,375,80,55,4400,0.1111111111111111,0.0763888888888889,0.008487654320987654
img-197.jpg,720,720,medium_pothole,205,400,364,524,159,124,19716,0.22083333333333333,0.17222222222222222,0.03803240740740741
img-198.jpg,720,720,minor_pothole,194,224,349,277,155,53,8215,0.2152777777777778,0.07361111111111111,0.015846836419753086
img-198.jpg,720,720,medium_pothole,140,273,367,356,227,83,18841,0.31527777777777777,0.11527777777777778,0.03634452160493827
img-198.jpg,720,720,minor_pothole,301,356,351,396,50,40,2000,0.06944444444444445,0.05555555555555555,0.0038580246913580245
img-198.jpg,720,720,medium_pothole,370,378,600,483,230,105,24150,0.3194444444444444,0.14583333333333334,0.04658564814814815
img-199.jpg,720,720,medium_pothole,245,312,427,552,182,240,43680,0.25277777777777777,0.3333333333333333,0.08425925925925926
img-199.jpg,720,720,minor_pothole,420,308,529,402,109,94,10246,0.15138888888888888,0.13055555555555556,0.01976466049382716
img-2.jpg,720,720,medium_pothole,307,234,458,325,151,91,13741,0.20972222222222223,0.12638888888888888,0.02650655864197531
img-2.jpg,720,720,minor_pothole,264,299,363,382,99,83,8217,0.1375,0.11527777777777778,0.015850694444444445
img-2.jpg,720,720,minor_pothole,190,423,257,503,67,80,5360,0.09305555555555556,0.1111111111111111,0.010339506172839507
img-20.jpg,720,720,minor_pothole,231,248,345,313,114,65,7410,0.15833333333333333,0.09027777777777778,0.014293981481481482
